,Unnamed: 0,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,5,4,3,2,1,Brand,Name,Color,Price
8421,8421,26718,7979503-372147,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Suede,Round Toe;Closed Toe,8034692-183092,7183714-58056,7992985-158,7976946-356005,7979503-356957,adidas Originals Kids,Stan Smith Hello Kitty (Big Kid),White/Black/Vivid Red,90.00
8422,8422,26719,7979503-372154,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Suede,Round Toe;Closed Toe,7885702-920,7676758-742,7490044-320785,8058555-382646,7979503-372147,adidas Originals Kids,Stan Smith Hello Kitty (Big Kid),White/Black/Vivid Red,90.00
8423,8423,26720,7979503-372155,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Suede,Round Toe;Closed Toe,8034692-183092,7817587-356373,7722111-6720,8006690-365640,7979503-372154,adidas Originals Kids,Stan Smith Hello Kitty (Big Kid),White/Black/Vivid Red,90.00
8424,8424,26721,7979513-356901,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Boys,Leather;Mesh,,7885702-920,7423619-184686,7836610-10715,7888214-27671,7979503-372155,,,,
8425,8425,26722,7979513-356902,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Boys,Mesh;Rubber,,7976056-4006,7708481-559,7801666-2125,7762892-16740,7979513-356901,,,,
8426,8426,26723,7979513-373777,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Boys,Leather;Mesh,,7950893-389731,7399238-358810,7884804-323797,8067344-513,7979513-356902,,,,
8427,8427,26724,7979514-356960,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Girls,Mesh,,7698880-3,8035500-147,7902736-151,7887992-324701,7979513-373777,,,,
8428,8428,26725,7979514-356961,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Girls,Mesh,,7765346-744,7650037-3,8016322-387834,7655085-123360,7979514-356960,,,,
8429,8429,26726,7979514-373781,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Girls,Mesh,,7950893-389731,8080117-392428,8073240-389963,7972741-390200,7979514-356961,,,,
8430,8430,26727,7979514-373782,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Girls,Mesh,,8067873-28814,8015677-13952,7756789-367368,7315027-3,7979514-373781,,,,
8431,8431,26728,7979515-356961,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Girls,Leather;Mesh,,8034692-183092,7903397-24150,7728037-5242,7989623-360564,7979514-373782,,,,
8432,8432,26729,7979515-373780,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Girls,Leather;Mesh,,7931183-9,7908860-364039,7955141-3,7802295-353806,7979515-356961,,,,
8433,8433,26730,7979515-373782,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Girls,Leather;Mesh,,7997010-460,8129986-30231,7493098-6124,7729828-158,7979515-373780,,,,
8434,8434,26731,7979517-24150,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Boys;Girls,Mesh;Rubber,,7931183-9,7879542-3,7605805-142564,8013430-367387,7979515-373782,,,,
8435,8435,26732,7979518-24150,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Boys;Girls,Mesh;Rubber,,7898404-329101,7977990-351157,7973284-401,7319043-311403,7979517-24150,,,,
8436,8436,26733,7979580-356978,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Men,Full-grain leather;Rubber,Round Toe;Closed Toe,7885702-920,7982987-359,7797950-337741,8040032-3,7979518-24150,,,,
8437,8437,26734,7979580-356980,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Men,Full-grain leather;Rubber,Round Toe;Closed Toe,8034692-183092,7996826-325,7799951-398010,8050308-183092,7979580-356978,,,,
8438,8438,26735,7979586-356974,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Boys,Mesh;Polyester,,7579608-38877,8012852-367121,7980905-357519,7956883-347826,7979580-356980,,,,
8439,8439,26736,7979586-356975,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Boys,Mesh;Polyester,,7997010-460,7439342-30799,7629839-31480,7396275-340442,7979586-356974,,,,
8440,8440,26737,7979586-356976,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Boys,Mesh;Polyester,,8074210-79932,8015263-4854,8069903-388098,7989160-3454,7979586-356975,,,,
8441,8441,26738,7979586-356977,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Mesh;Synthetic,,7896178-328376,7972016-369380,8071296-385283,7792384-348775,7979586-356976,,,,
8442,8442,26739,7979586-373790,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Mesh;Synthetic,,7885702-920,7824686-364219,8013536-367463,7617195-360614,7979586-356977,,,,
8443,8443,26740,7979586-373791,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Mesh;Synthetic,,7296120-1834,7844056-144,7759200-14,8074551-37647,7979586-373790,,,,
8444,8444,26741,7979586-373799,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Mesh;Synthetic,,7885702-920,7996165-141936,8031041-373638,8085838-14,7979586-373791,,,,
8445,8445,26742,7979600-356974,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane;Removable,Lace up,Boys,Mesh;Polyester,,7997010-460,7938825-374762,8079790-632,7960834-374606,7979586-373799,,,,
8446,8446,26743,7979600-356976,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Polyester,,7753011-5270,7972088-5918,7844489-2557,8069578-18276,7979600-356974,,,,
8447,8447,26744,7979600-356977,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane;Removable,Lace up,Boys,Mesh;Polyester,,7979371-356891,7779512-14,7883225-367755,7761692-280470,7979600-356976,,,,
8448,8448,26745,7979600-373790,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Polyester,,7997010-460,7655671-272882,7980065-356202,7996978-373824,7979600-356977,,,,
8449,8449,26746,7979600-373791,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Polyester,,7735313-269485,7991338-361104,8016440-368526,8040043-20,7979600-373790,,,,
8450,8450,26747,7979600-373799,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Polyester,,8034692-183092,7677928-8464,7816435-1513,7339008-35453,7979600-373791,,,,
8451,8451,26748,7979638-356984,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Girls,Mesh;Polyester,,7296120-1834,7970458-6967,7830155-9,7549837-4870,7979600-373799,,,,
8452,8452,26749,7979638-373797,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Girls,Mesh;Polyester,,7765346-744,7969732-139,7999644-4766,7881625-322252,7979638-356984,,,,
8453,8453,26750,7979639-356984,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Synthetic,,7298464-373693,7882126-322483,7887503-18059,7975798-383230,7979638-373797,,,,
8454,8454,26751,7979639-356985,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Synthetic,,7885702-920,8036846-375217,7929799-97938,7982234-357840,7979639-356984,,,,
8455,8455,26752,7979639-373795,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Synthetic,,8067873-28814,7878422-337314,7942200-3,7237367-2127,7979639-356985,,,,
8456,8456,26753,7979639-373796,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Synthetic,,7878788-356662,7605807-7844,8070487-388397,8036355-106387,7979639-373795,,,,
8457,8457,26754,7979650-356990,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Removable,Lace up,Boys,Mesh;Suede,,7997010-460,7657566-19729,7980278-275814,7873342-367061,7979639-373796,,,,
8458,8458,26755,7979661-356987,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Removable,Lace up,Boys,Mesh;Suede,,7931183-9,7276764-8313,7977332-356180,8080834-182785,7979650-356990,,,,
8459,8459,26756,7979661-356988,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Removable,Lace up,Boys,Mesh;Suede,,8034692-183092,7786224-355713,124878-3,8070393-388328,7979661-356987,,,,
8460,8460,26757,7979661-356990,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Removable,Lace up,Boys,Mesh;Suede,,7802931-371535,7901773-330215,7960572-142738,7910131-332224,7979661-356988,,,,
8461,8461,26758,7979661-356991,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Boys,Mesh;Suede,,8034692-183092,8044497-152562,7719822-263284,8081628-110009,7979661-356990,,,,
8462,8462,26759,7979664-356992,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable;Textile,Lace up,Girls,Mesh;Suede,,7997010-460,8019417-8131,7830446-9,7726304-382297,7979661-356991,,,,
8463,8463,26760,7979664-356993,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable;Textile,Lace up,Girls,Mesh;Suede,,7898404-329101,7677928-8464,8064774-401,7920242-335102,7979664-356992,,,,
8464,8464,26761,7979664-356994,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable;Textile,Lace up,Girls,Mesh;Suede,,7898404-329101,8015690-30025,8030442-632,8064903-151,7979664-356993,,,,
8465,8465,26762,7979664-373822,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable;Textile,Lace up,Girls,Mesh;Suede,,7296120-1834,8040813-409,8036500-20451,7698875-108766,7979664-356994,,,,
8466,8466,26763,7979667-356994,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Suede,,7919188-334676,7615265-244488,7896032-286303,113232-3605,7979664-373822,,,,
8467,8467,26764,7979667-356995,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Girls,Mesh;Suede,,8067873-28814,7764853-147,7978625-370180,7919935-334973,7979667-356994,,,,
8468,8468,26765,7979667-373822,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Lace up,Girls,Mesh;Suede,,8034692-183092,8094834-3,8080834-392846,7996192-5291,7979667-356995,,,,
8469,8469,26783,7979815-45801,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,,7997010-460,7982967-358103,117623-375233,7735357-269558,7979667-373822,,,,
8470,8470,26784,7979815-357055,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,,7579608-38877,8005206-764,8084138-53741,7981157-1737,7979815-45801,,,,
8471,8471,26785,7979816-45801,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,,7931183-9,7503678-183092,7881585-353365,7786528-287167,7979815-357055,,,,
8472,8472,26786,7979816-357055,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,,7698880-3,8019719-8131,7879357-350747,7885267-31826,7979816-45801,,,,
8473,8473,26787,7979820-357056,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Boys,Leather;Mesh,,7765346-744,7975527-296048,7553823-152357,7928658-339215,7979816-357055,,,,
8474,8474,26788,7979820-357057,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Boys,Leather;Mesh,,7888229-147,7726647-323565,7991340-39400,7931183-3,7979820-357056,,,,
8475,8475,26789,7979820-357058,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Boys,Leather;Mesh,,8074210-79932,8054159-380889,8040032-3,7920075-88410,7979820-357057,,,,
8476,8476,26790,7979827-355257,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Boys;Girls,Leather;Nubuck;Suede,,7911245-1001,7982987-359,7971945-353510,7985588-359043,7979820-357058,,,,
8477,8477,26791,7979827-357059,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Boys;Girls,Leather;Nubuck;Suede,,8034692-183092,7856994-40543,7528375-169268,7979650-356990,7979827-355257,,,,
8478,8478,26792,7979827-357060,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Boys;Girls,Leather;Nubuck;Suede,,8034692-183092,7975761-3,7960722-3440,7798395-9436,7979827-357059,,,,
8479,8479,26793,7979827-357061,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Boys;Girls,Leather;Nubuck;Suede,,7296120-1834,7975774-358180,7817431-54832,7888470-6972,7979827-357060,,,,
8480,8480,26796,7979892-1453,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Full-grain leather,,8018837-369359,7909968-423,7203635-2078,8085586-392714,7979827-357061,,,,
8481,8481,26797,7979941-764,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Nylon;Rubber;Synthetic,,8034692-183092,7954010-143,7976060-74769,7996979-363124,7979892-1453,,,,
8482,8482,26798,7979943-155,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,8034692-183092,7943142-63681,8022159-366822,8003634-364907,7979941-764,,,,
8483,8483,26799,7979945-155,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Removable,Lace up,Men,Microfiber,,8067873-28814,7892153-326269,7976914-552,8018887-369384,7979943-155,,,,
8484,8484,26800,7979945-742,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Removable,Lace up,Men,Microfiber,,7594567-289850,7971599-144,7805192-31878,8031363-373849,7979945-155,,,,
8485,8485,26805,7979996-151,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,8034692-183092,7792384-408,8023705-245502,7718433-23028,7979945-742,,,,
8486,8486,26806,7979996-1413,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7879262-320809,7659161-1122,7980563-396,7734376-742,7979996-151,,,,
8487,8487,26807,7979996-6124,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7896178-328376,8068125-387161,8151967-343152,7929136-3,7979996-1413,,,,
8488,8488,26808,7979996-16740,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7885702-920,7396485-338439,8068162-387194,7787251-287406,7979996-6124,,,,
8489,8489,26809,7980000-6583,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7979371-356891,8071416-373869,8029807-23239,7969476-16169,7979996-16740,,,,
8490,8490,26810,7980000-40591,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,8034692-183092,7931243-2557,7975287-3,8014150-2309,7980000-6583,,,,
8491,8491,26811,7980000-356413,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7553452-559,7937520-341833,8054156-380887,7980567-279843,7980000-40591,,,,
8492,8492,26816,7980002-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7885702-920,7824686-364219,8056490-371136,7760778-370365,7980000-356413,,,,
8493,8493,26817,7980002-1413,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Synthetic,,8034692-183092,7830140-370017,7925637-42446,7890939-356996,7980002-151,,,,
8494,8494,26818,7980002-6124,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Synthetic,,7885702-920,7903852-39205,8085790-106860,7901787-330248,7980002-1413,,,,
8495,8495,26819,7980002-16740,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Synthetic,,8034692-183092,7980506-357326,7979650-356990,8019412-8131,7980002-6124,,,,
8496,8496,26822,7980007-6583,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7764678-367902,7977584-122473,8019082-369549,7970321-3454,7980002-16740,,,,
8497,8497,26823,7980007-40591,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7802931-371535,7971298-353090,7973186-5667,7811102-298043,7980007-6583,,,,
8498,8498,26824,7980007-356413,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7296120-1834,7747155-363355,7305987-92667,7942183-1412,7980007-40591,,,,
8499,8499,26834,7980011-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7296120-1834,7898003-122380,8074755-390509,7977205-183092,7980007-356413,,,,
8500,8500,26835,7980011-16740,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7931183-9,7310089-153117,7654889-295738,7454672-10623,7980011-151,,,,
8501,8501,26836,7980013-6583,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7997010-460,7255074-374560,7898045-40591,7646694-106230,7980011-16740,,,,
8502,8502,26837,7980013-356413,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber,,7997010-460,7933336-340416,8121698-375079,7968674-302454,7980013-6583,,,,
8503,8503,26838,7980015-147,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7898404-329101,8082457-393564,7549412-3454,7935536-273290,7980013-356413,,,,
8504,8504,26839,7980015-30126,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7594567-289850,7131380-63109,7975655-355211,8044294-282875,7980015-147,,,,
8505,8505,26840,7980015-357136,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,8034692-183092,7646668-237492,8054366-380979,7719816-263284,7980015-30126,,,,
8506,8506,26841,7980015-357137,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7841215-3,8058993-3,7764629-19357,7315027-3,7980015-357136,,,,
8507,8507,26842,7980019-143,Shoes,Sneakers and Athletic Shoes,,,Lace up,Girls,Mesh;Synthetic,,7805858-182439,7755311-277492,8085788-3097,8025508-6,7980015-357137,,,,
8508,8508,26843,7980019-11204,Shoes,Sneakers and Athletic Shoes,,,Lace up,Girls,Mesh;Synthetic,,8034692-183092,7884286-382744,7856995-8440,7808450-239589,7980019-143,,,,
8509,8509,26844,7980019-235059,Shoes,Sneakers and Athletic Shoes,,,Lace up,Girls,Mesh;Synthetic,,8034692-183092,8058580-382698,7898510-3,8064792-6,7980019-11204,,,,
8510,8510,26845,7980031-147,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,,7841215-3,8064741-442,7928579-339190,7971945-353509,7980019-235059,,,,
8511,8511,26846,7980031-30126,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7296120-1834,7242939-2906,7841164-325,8057156-382267,7980031-147,,,,
8512,8512,26847,7980031-357136,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7984091-145823,7903941-8348,7976951-390081,7719425-363845,7980031-30126,,,,
8513,8513,26848,7980031-357137,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,8067873-28814,7970330-352796,8028668-3,8058363-9634,7980031-357136,,,,
8514,8514,26849,7980033-143,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7885702-920,7984950-7778,7650158-3,7993559-5492,7980031-357137,,,,
8515,8515,26850,7980033-11204,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7903475-330694,8075669-30275,7887001-25533,7883945-368030,7980033-143,,,,
8516,8516,26851,7980033-235059,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7997010-460,7745427-151,7841215-226676,7723218-371521,7980033-11204,,,,
8517,8517,26852,7980037-155,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Leather;Mesh;Rubber,,7997010-460,7873325-183092,7864804-23021,8033696-374297,7980033-235059,,,,
8518,8518,26853,7980038-6583,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Leather;Mesh,,7978222-69638,7832741-385283,7928098-356098,7884286-742,7980037-155,,,,
8519,8519,26854,7980041-155,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7879542-188598,7968181-7778,8032241-401,8089916-36774,7980038-6583,,,,
8520,8520,26855,7980041-2557,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7991257-381508,8008070-3,7928253-339055,7976009-173693,7980041-155,,,,
8521,8521,26856,7980041-9046,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7931183-9,7925433-353670,8040043-18,7978383-356632,7980041-2557,,,,
8522,8522,26857,7980042-1453,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7885702-920,7979453-315448,7821100-183092,7826901-3,7980041-9046,,,,
8523,8523,26858,7980042-6583,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7594567-289850,8127050-406777,7972091-23263,7980000-356413,7980042-1453,,,,
8524,8524,26859,7980042-6972,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7764678-367902,7813505-3,7501862-183092,7982597-357968,7980042-6583,,,,
8525,8525,26860,7980048-2557,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7765346-744,7605995-3,7948287-151,7226411-382557,7980042-6972,,,,
8526,8526,26861,7980048-40591,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,8067873-28814,8112389-402844,7553452-559,7814660-330304,7980048-2557,,,,
8527,8527,26862,7980053-3,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Rubber;Synthetic,,7919188-334676,8018873-3,7587802-69638,7289975-372086,7980048-40591,,,,
8528,8528,26863,7980053-9,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Boys,Mesh;Rubber;Synthetic,,7898404-329101,7893836-147,7754749-45454,8053111-536,7980053-3,,,,
8529,8529,26864,7980053-18,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Boys,Mesh;Rubber;Synthetic,,7805858-182439,7799961-293984,7996235-7913,8014391-3,7980053-9,,,,
8530,8530,26865,7980053-143,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Boys,Mesh;Rubber;Synthetic,,7931183-9,7431637-3,7864598-315231,8010804-143,7980053-18,,,,
8531,8531,26866,7980053-113300,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Boys,Mesh;Rubber;Synthetic,,7879262-320809,8069681-388012,8035846-76561,7208295-1522,7980053-143,,,,
8532,8532,26867,7980054-559,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7997010-460,7978090-370697,7978195-356545,7729828-158,7980053-113300,,,,
8533,8533,26868,7980054-20660,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7594567-289850,8073905-2537,8031344-373833,8005758-76,7980054-559,,,,
8534,8534,26869,7980064-25238,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Slip-On,Men,Rubber;Synthetic,,7764678-367902,7989632-360569,7723119-6553,7983310-320617,7980054-20660,,,,
8535,8535,26870,7980064-357154,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Slip-On,Men,Rubber;Synthetic,,8034692-183092,8058563-382655,7813328-298653,7977466-242381,7980064-25238,,,,
8536,8536,26871,7980064-357155,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Slip-On,Men,Rubber;Synthetic,,8067873-28814,7926293-20502,7993132-9,8074586-390394,7980064-357154,,,,
8537,8537,26872,7980065-356202,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Slip-On,Women,Synthetic,,7764678-367902,7579608-151,7708969-259527,8005206-9,7980064-357155,,,,
8538,8538,26881,7980089-357161,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Women,Leather,Capped Toe;Round Toe;Closed Toe,7885702-920,7963599-18036,7925401-337485,7970337-18402,7980065-356202,,,,
8539,8539,26927,7980170-1430,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Lace up,Women,Leather;Shearling,Round Toe;Closed Toe,7898404-329101,8025624-371497,8117597-404956,7938825-151,7980089-357161,,,,
8540,8540,26941,7980201-401,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Round Toe,7997010-460,8076807-3,7695089-408,7899601-4830,7980170-1430,,,,
8541,8541,26942,7980202-401,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Canvas,Round Toe,7802931-371535,7641819-133450,7977359-356201,7987880-359848,7980201-401,,,,
8542,8542,26943,7980278-275814,Shoes,Sneakers and Athletic Shoes,,,Slip-On,Men,Rubber;Suede;Synthetic,Capped Toe,8063919-384953,7999644-4766,8081444-151,8084174-151,7980202-401,,,,
8543,8543,26944,7980371-357284,Shoes,Sneakers and Athletic Shoes,,Synthetic Leather;Textile,Lace up,Boys;Girls,Synthetic,,7879262-320809,7892365-326517,8058590-165895,7815245-299361,7980278-275814,,,,
8544,8544,26945,7980372-357284,Shoes,Sneakers and Athletic Shoes,,Synthetic Leather,Lace up,Boys;Girls,Synthetic,,7925062-356557,7740228-377697,7975971-45057,7474335-377995,7980371-357284,,,,
8545,8545,26946,7980400-357284,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7931183-9,7980432-357313,8038944-8575,8127050-393608,7980372-357284,,,,
8546,8546,26947,7980432-141182,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Synthetic,,7764678-367902,8035834-102360,8014403-585,7653069-12784,7980400-357284,,,,
8547,8547,26948,7980432-294993,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Synthetic,,7765346-744,7888470-6972,7919901-334972,7964162-367063,7980432-141182,,,,
8548,8548,26949,7980432-357313,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Synthetic,,7548891-375065,7956173-3,7988434-359872,7896032-286303,7980432-294993,,,,
8549,8549,26950,7980432-357314,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Mesh;Synthetic,,7911245-1001,7578313-189483,124878-3,7909734-331958,7980432-357313,,,,
8550,8550,26951,7980465-357313,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7764678-367902,8127059-393610,7977892-3691,7790001-3,7980432-357314,,,,
8551,8551,26952,7980465-357314,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7296120-1834,7706785-911,7926037-6,7976085-355529,7980465-357313,,,,
8552,8552,26954,7980490-141182,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7798005-327076,8081645-3083,7975961-390363,7760778-337784,7980465-357314,,,,
8553,8553,26955,7980490-294993,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7898404-329101,7587775-362922,7977948-9,8080493-559,7980490-141182,,,,
